747076,Andrew Loveless,CALC 125,MATH111,MATH 112,MATH 120,MATH 124,MATH 125,MATH 126,MATH 300,MATH 307,MATH 310,MATH 324
38925,Neal Koblitz,CALC 124,GEN 162,MATH 124,MATH 125,MATH 126,MATH 301,MATH 308,MATH 354,MATH 355,MATH 402,MATH 420
151534,Scott Freeman,BIO 180,BIO 200,BIO 220,BIO 240
806510,Ebru Bekyel,CALC 124,CALC 125,MATH 111,MATH 112,MATH 120,MATH 121,MATH 124,MATH 125,MATH 126,MATH 134,MATH 161,MATH 300,MATH 307,MATH 308,MATH 324,MATH 327,MATH 328
106034,Terry Swanson,ESS 100,ESS 101,ESS 302,ESS 315,ESS 433,GEO 101
498702,Stuart Reges,CSE 142,CSE 143,CSE 321,CSE 341,CSE 390
219634,Jennifer Taggart,MATH 111,MATH 112,MATH 120,MATH 121,MATH 124,MATH 125,MATH 126,MATH 144,MATH 300,MATH 327,MATH 328
332613,Haideh Salehi-Esfahani,ECON 200,ECON 201,ECON 401,ECON 471
290515,Michael Passer,PSYCH 101,PSYCH 209
1364797,Andrea Carroll,CHEM 110,CHEM 142,CHEM 152,CHEM 162
1796689,Deborah Wiegand,CHEM 120,CHEM 142,CHEM 152,CHEM 162,CHEM 220,CHEM 221
493201,Alexandra Nichifor,MATH 111,MATH 112,MATH 120,MATH 124,MATH 125,MATH 126,MATH 300,MATH 310
332391,Daryl Pedigo,PHYS 114,PHYS 115,PHYS 116,PHYS 121,PHYS 122,PHYS 123,PHYS 225
1212047,Jacqueline Pickrell,PSYCH 101,PSYCH 209,PSYCH 355
436830,Connie So,AAS 101,AAS 206,AAS 210,AAS 211,AAS 220,AAS 226,AAS 261,AAS 350,AAS 395
361833,Toby Smith,ASTR 105,ASTR 150,ASTR 300
1749829,Dennis O'Dea,ECON 200,ECON 201,ECON 300,ECON 450
2008946,Timothy McCormack,MGMT 200,MGMT 300,MGMT 320
333063,Karen Petersen,BIOL 118,BIOL 119,BIOL 417,BIOL 452,BIOL 453
720450,Laura McGarrity,LING 100,LING 200,LING 269,LING 400
1567033,Jasmine Bryant,CHEM 110,CHEM 142,CHEM 162,CHEM 237,CHEM 312
106077,Anthony Gill,POLS 204,POLS 205,POLS 270,POLS 307,POLS 475
